name,release_date,price,positive,negative,app_id,min_owners,max_owners,hltb_single
Gamble Fight Plus,"Apr 19, 2019",9.99,74,61,1028130,0,20000,
Delta Squad,"May 29, 2019",5.99,3,3,1025430,0,20000,
Adventure Time: Finn and Jake's Epic Quest,"Apr 11, 2014",9.99,331,122,258590,50000,100000,2.0
HUNTERS FOR YOUR BRAIN,"Nov 9, 2019",11.99,17,8,1088070,0,20000,
Relentless,"Mar 13, 2020",3.99,13,1,1239000,0,20000,
Blood Harvest 3,"Jun 5, 2018",19.99,148,37,851180,20000,50000,
Leveron Space,"May 17, 2016",0.99,3,10,467350,0,20000,
3D Double Dealing Character,"Sep 30, 2021",14.99,5,1,1499030,50000,100000,
Lucid: Parables of the Ubermensch,"Mar 25, 2021",3.99,11,0,1574200,0,20000,
Zanzarah: The Hidden Portal,"Aug 20, 2015",7.99,589,260,384570,200000,500000,12.0
Terra Alia: The Language Learning RPG,"May 14, 2021",19.99,38,16,1183580,20000,50000,
Dream Of The Hikikomori,"Feb 4, 2022",5.99,6,0,1788560,0,20000,
Incredible Dracula: Ocean's Call,"Feb 26, 2020",6.99,17,3,1236450,0,20000,11.0
The USB Stick Found in the Grass,"Jan 29, 2021",9.99,46,69,1379550,20000,50000,1.0
完美电路 Electric Circuit,"Jul 14, 2020",6.99,2,1,1357020,0,20000,
Levi Chronicles,"Jul 8, 2021",5.99,14,4,1144370,0,20000,
Gobby McGobblenutz Presents - The Questionably Quirky Quiz Show,"Oct 4, 2021",1.99,108,1,1719180,0,20000,
Hellgate VR,"Mar 31, 2021",12.99,10,23,1576910,0,20000,
Mosaic,"Dec 5, 2019",19.99,242,98,349270,0,20000,3.0
!LABrpgUP!,"Jun 13, 2018",0.99,21,27,870990,0,20000,
BeatBlasters III,"Feb 21, 2014",9.99,33,51,246800,20000,50000,2.0
Cosmo Player Z,"Mar 18, 2022",8.99,5,1,1779630,0,20000,
CloudBound,"Sep 7, 2016",6.99,37,7,526240,0,20000,
Coin Treasures,"Nov 8, 2021",0.0,62,15,1773320,0,20000,
BlazeSky,"Sep 21, 2020",14.99,14,4,1208980,0,20000,
A Fine Mess,"Feb 23, 2018",2.99,16,6,793220,0,20000,1.0
The Room Three,"Nov 13, 2018",5.99,8071,291,456750,200000,500000,5.0
Lords of War,"Dec 26, 2018",0.0,27,16,668610,0,20000,
Voidigo,"Feb 25, 2021",14.99,1305,34,1304680,50000,100000,3.0
A Long Road Home,"Jan 31, 2017",1.99,32,1,576160,100000,200000,
AMBUSH tactics,"Sep 26, 2017",0.0,6,9,709850,0,20000,
Flatshot,"Dec 22, 2017",1.99,8,3,517510,0,20000,
Claw Staff,"Jul 18, 2019",4.99,0,1,1055460,0,20000,
FormulaNext,"Jan 26, 2017",4.99,1,0,571080,0,20000,
VR STOCK CAR RACERS,"Dec 11, 2017",11.99,8,7,673830,0,20000,
Helena The 3rd,"May 1, 2015",0.99,12,6,367060,0,20000,
First Bite,"Feb 13, 2022",9.99,38,4,1834820,0,20000,
Archimedes,"Oct 6, 2016",1.99,158,39,530920,20000,50000,1.0
Deflection Dimension,"Jun 8, 2018",8.99,3,0,859420,0,20000,
Dumbass Drivers!,"May 4, 2017",0.99,29,29,597040,0,20000,
Battle Brawlers,"Jun 18, 2018",0.0,110,81,823600,50000,100000,8.0
Astero Inc.,"Oct 15, 2021",11.99,5,0,1714960,20000,50000,
GP Bikes,"Dec 17, 2021",24.99,160,8,848050,0,20000,
NARGUL - Humans are among us,"Apr 30, 2022",18.99,5,1,1646810,0,20000,
Neofeud,"Sep 19, 2017",4.49,167,28,673850,20000,50000,9.0
Business Simulator,"Sep 30, 2020",4.99,10,6,1420330,0,20000,
The Aquatic Adventure of the Last Human,"Jan 19, 2016",9.99,315,87,401360,20000,50000,5.0
Peril by MDE,"Mar 15, 2022",4.99,9,1,1798910,0,20000,
白娘子,"May 29, 2022",0.99,7,6,1989920,0,20000,
Keyboard Engine,"Nov 29, 2017",3.99,27,9,724070,0,20000,
Deep Voyage,"May 4, 2018",9.99,4,0,850340,0,20000,
Coastline Flight Simulator,"Jul 7, 2021",19.99,11,4,1573350,0,20000,
Abracadabrew,"Oct 14, 2020",11.99,34,3,1233250,0,20000,
Sticky Dildo Man,"Oct 22, 2019",24.99,0,2,1163830,0,20000,
Neko Navy,"Jun 14, 2017",5.49,120,3,592270,0,20000,2.0
Hunter Gatherer,"Mar 24, 2015",1.99,9,8,359070,0,20000,
INTO THE CTHULHU MYTHOLOGY,"Feb 4, 2022",2.99,6,0,1869280,0,20000,
Tasty Blue,"Feb 10, 2015",7.99,457,47,345200,0,20000,2.0
Amber Time [RPG],"Apr 14, 2020",0.99,1,0,1268990,0,20000,
Best Miner,"Apr 1, 2021",3.99,4,6,1568290,0,20000,
IACTURA,"Aug 25, 2016",0.99,21,10,512770,20000,50000,
Doughlings: Invasion,"Jul 31, 2019",9.99,22,1,957680,0,20000,10.0
Relax Fly,"Jun 13, 2021",1.99,17,2,1496430,0,20000,
Rogue Heroes: Ruins of Tasos,"Feb 23, 2021",19.99,1512,380,787810,100000,200000,13.0
Eschalon: Book III,"Feb 14, 2014",9.99,58,19,257870,20000,50000,12.0
Terro Lunkka Adventures,"Dec 9, 2019",0.5,16,4,1186730,0,20000,
Uncharted Waters,"Apr 18, 2017",12.99,22,3,521720,0,20000,27.0
Gray Dawn,"Jun 7, 2018",19.99,546,102,747360,50000,100000,3.0
Draft Day Sports: Pro Basketball 2019,"Nov 13, 2018",19.99,3,6,971900,0,20000,
Space Monster,"Aug 24, 2020",3.99,5,5,1389880,0,20000,
Tetris® Ultimate,"Dec 10, 2015",0.0,125,293,316750,20000,50000,3.0
Sockventure,"May 11, 2021",14.99,61,2,1222340,0,20000,
Neighbourhood Loot,"Dec 5, 2019",11.99,3,0,1159610,0,20000,
Axan Ships,"Jun 14, 2019",10.99,0,1,1089800,0,20000,
Spirit of Maya,"Jan 6, 2017",1.99,32,15,576730,20000,50000,
SUPER ASTEROIDS,"Mar 8, 2018",0.99,13,6,788190,0,20000,
Star Drift Evolution,"Aug 27, 2021",14.99,189,10,1005400,0,20000,
Creature Card Idle,"Dec 22, 2019",1.99,57,25,1188260,0,20000,
Motor Mash,"Aug 7, 2020",3.49,2,1,1257950,20000,50000,
Zero Reflex : Black Eye Edition,"Nov 4, 2015",3.99,184,49,405650,20000,50000,1.0
フォーチュンサモナーズ -アルチェの精霊石-,"Aug 20, 2020",19.99,27,7,1381770,50000,100000,
The Lost Cube,"Feb 25, 2021",9.99,3,0,1399280,0,20000,
Friendly Find,"Sep 4, 2020",0.99,2,0,1401360,20000,50000,
TurnSignal,"Aug 28, 2017",0.0,537,53,689580,1000000,2000000,
Pilot Crusader,"Jul 10, 2015",0.0,15,39,384930,20000,50000,
Aim: Warmup,"Jan 7, 2021",0.99,1,1,1501110,20000,50000,
GrandMa Badass - a crazy point and click adventure,"May 5, 2021",0.0,24,0,1606640,50000,100000,
Fox Simulator,"Aug 6, 2020",3.99,21,2,1366610,0,20000,
Clark | HOOVA VR,"Jan 25, 2018",0.0,14,4,626700,0,20000,
Seed Hunter 猎源,"May 21, 2020",8.99,241,102,1078490,20000,50000,
TENET,"Aug 27, 2018",0.0,48,16,523960,20000,50000,
Little Memories,"Sep 28, 2018",0.99,3,0,941630,0,20000,
Fated Souls 3,"Mar 10, 2017",4.99,19,12,602790,20000,50000,
TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,"Mar 18, 2019",12.99,1892,42,1031480,50000,100000,1.0
Gold Rush! Classic,"Jul 25, 2014",1.49,258,104,308000,100000,200000,3.0
Overcooked! All You Can Eat,"Mar 23, 2021",39.99,1297,639,1243830,100000,200000,
Ressifice,"Sep 30, 2021",1.99,13,6,1597090,0,20000,
Ticktock,"Jun 25, 2018",0.99,1,1,877070,0,20000,
Mysteries Under Lake Ophelia,"Dec 22, 2021",4.99,74,5,1808130,0,20000,3.0
GROUND-UNBOUND,"Oct 7, 2021",4.99,48,1,1760020,0,20000,
Don't Chat With Strangers,"Jan 6, 2017",4.99,67,76,533170,20000,50000,3.0
The Hero Project: Redemption Season,"Apr 8, 2016",3.99,70,40,459310,0,20000,7.0
1bitHeart,"Aug 28, 2017",2.99,618,52,618720,50000,100000,5.0
Cyber Surf,"Feb 27, 2018",0.0,9,5,735810,0,20000,
Dominating the skies,"Mar 26, 2021",0.99,6,0,1561670,20000,50000,
You Have to Win the Game,"May 6, 2014",0.0,5200,390,286100,200000,500000,1.0
"Fright Chasers: Thrills, Chills and Kills Collector's Edition","May 17, 2020",9.99,0,2,1325030,0,20000,
Bloody Walls,"Sep 28, 2016",0.0,913,263,531960,100000,200000,1.0
The Road to Canterbury,"Apr 26, 2018",4.99,10,4,849560,0,20000,
G-MODEアーカイブス19 マジカルドロップDX,"Aug 23, 2021",4.99,1,3,1695510,0,20000,
Platforms,"Aug 30, 2019",2.99,2,0,1132640,0,20000,
SOMA,"Sep 21, 2015",29.99,30933,1310,282140,1000000,2000000,9.0
❂ Hexaluga ❂ Witch Hunter's Travelling Castle ♉,"Mar 12, 2018",0.99,4,18,809450,0,20000,
ELDERBORN,"Jan 30, 2020",14.99,1651,251,727850,50000,100000,7.0
Stage of Light,"Apr 1, 2019",9.99,4,6,1007240,0,20000,
HERO-E,"Mar 7, 2017",0.0,26,9,600410,20000,50000,
Luminous Plume,"Nov 5, 2020",9.99,10,0,1432480,0,20000,
Eterna: Heroes Fall,"Nov 19, 2020",24.99,19,8,1128970,0,20000,
Tale of Toast,"Feb 23, 2018",0.0,388,358,640150,200000,500000,
Sky Battles,"Mar 25, 2015",3.99,41,34,346670,50000,100000,
zomboDRIVE: Apocalyptic Road Trip,"May 26, 2022",9.99,0,2,1894940,0,20000,
Black The Fall,"Jul 11, 2017",14.99,1183,334,308060,200000,500000,3.0
Lumen,"May 16, 2020",5.99,1,1,1101060,20000,50000,
Space Defense,"Oct 20, 2020",0.99,0,1,1432630,0,20000,
Construct VR - The Volumetric Movie,"Dec 23, 2021",2.99,56,11,1674620,0,20000,
Loplight,"Jul 18, 2022",4.99,5,0,2074690,0,20000,
Rym 9000,"Jan 15, 2018",5.99,74,15,774561,20000,50000,
Redneck Rampage,"Jan 4, 2017",9.99,100,32,565550,50000,100000,8.0
Wildlife Park Gold Reloaded,"Feb 2, 2018",9.99,4,12,664120,20000,50000,
Greedy Bubble,"Jun 7, 2021",0.99,16,1,1645570,0,20000,
Sorcerer's Dream,"Jul 14, 2017",4.99,4,4,656220,20000,50000,
Zoo 2: Animal Park,"Aug 24, 2020",0.0,671,157,1352330,50000,100000,1.0
SMUSH.TV - Competitive VR x PC Action,"Feb 27, 2020",9.99,26,1,912920,0,20000,
The Kotonoha Sisters and the Legend of Lysant Island,"Jun 3, 2021",16.99,95,5,1569180,20000,50000,
360 No Scope!,"Aug 28, 2018",4.99,1,0,859050,0,20000,
Lucid Steam,"Sep 15, 2020",17.99,3,3,1370680,0,20000,
Phantom Signal — Sci-Fi Strategy Game,"Jan 16, 2018",5.99,118,19,764510,50000,100000,
Magical girl's labyrinth,"Aug 11, 2018",15.99,0,1,886540,0,20000,
Sand to Surf,"Apr 24, 2020",0.0,22,16,1262170,0,20000,
Broken Blades,"Sep 13, 2021",3.99,16,3,1635210,0,20000,
Washed Up!,"Oct 16, 2018",5.99,13,1,854830,0,20000,
Wequer,"Apr 23, 2019",0.0,58,4,781990,0,20000,
Homebrew - Patent Unknown,"Nov 14, 2014",14.99,714,225,325420,50000,100000,
Euro NumismatCy! Coin Collector,"Jul 5, 2020",2.99,1,1,1111110,0,20000,
"Upwards, Lonely Robot","Mar 10, 2016",9.99,29,2,417900,0,20000,2.0
Nancy Drew®: Sea of Darkness,"Feb 2, 2017",19.99,102,9,572700,0,20000,12.0
巭孬嫑毖,"Nov 29, 2018",2.99,12,8,905670,0,20000,
Here Be Dragons,"Jan 30, 2020",9.99,85,34,945680,0,20000,8.0
Ruby & Majesty: Treasure Team,"Aug 31, 2018",14.99,9,1,879520,0,20000,
STUFFED,"Dec 9, 2021",12.99,144,31,1243200,0,20000,
Defenders of Tetsoidea - Prequel to Googass,"Oct 30, 2017",1.99,2,3,735110,0,20000,
Tree of Savior (English Ver.),"Mar 28, 2016",0.0,12675,6954,372000,500000,1000000,
Arrowpoint,"Dec 11, 2017",0.99,18,3,755560,0,20000,
Pejes Vs Zombies,"Mar 9, 2020",0.0,30,6,1252160,20000,50000,
Descending I - House of Nightmares,"Apr 9, 2021",9.99,22,3,1575730,0,20000,
Strangers of the Power,"Aug 17, 2017",1.99,28,5,683760,0,20000,
Chompy Chomp Chomp,"May 16, 2014",1.99,390,164,292570,200000,500000,3.0
Jewel Match Solitaire,"Jul 26, 2018",9.99,88,7,886070,0,20000,
Restaurant Solitaire Delicious Lunch,"Dec 7, 2021",0.49,1,1,1624940,0,20000,
The Edge Ball,"Jul 3, 2018",0.99,5,1,884240,0,20000,
Sanguine Sanctum,"Sep 7, 2018",4.99,35,2,892780,0,20000,1.0
Chinese Parents,"Sep 28, 2018",9.99,20658,1832,736190,1000000,2000000,4.0
Ganbaru,"Jun 24, 2022",5.99,4,0,1910590,0,20000,
Anark.io,"Apr 5, 2018",4.99,3,1,808120,0,20000,
Torchlight III,"Oct 13, 2020",39.99,4796,5419,1030210,200000,500000,17.0
OutBreak Zombie,"Feb 7, 2018",10.99,2,6,792900,0,20000,
Jump To Die!!,"Feb 9, 2017",3.99,65,25,581060,0,20000,
Time Warrior Z VR,"Apr 10, 2019",9.99,1,0,1041650,0,20000,
Wally and the FANTASTIC PREDATORS,"Sep 3, 2019",14.99,167,4,1077450,0,20000,
The Detective Chapters: Part One,"Jan 21, 2021",8.99,4,4,981660,0,20000,
KURSK,"Nov 7, 2018",9.99,184,207,860620,50000,100000,3.0
Contradiction: Spot The Liar,"Jul 10, 2015",12.99,2535,113,373390,200000,500000,6.0
Touhou Adventure,"Oct 20, 2021",4.99,1,0,1777980,0,20000,
The Orphan Dreams,"Apr 27, 2016",6.99,36,16,456440,0,20000,1.0
Ciel Fledge: A Daughter Raising Simulator,"Feb 20, 2020",9.99,73,20,738270,0,20000,32.0
Multris,"Dec 21, 2021",0.99,3,2,1768350,0,20000,
Almost My Floor,"Aug 6, 2021",5.99,108,15,1298080,0,20000,3.0
The Great Escape,"Jan 11, 2016",3.99,16,11,434800,0,20000,9.0
PUZZL,"Apr 29, 2020",0.99,6,1,1282880,0,20000,
The Last Sky,"Jun 26, 2020",6.99,31,6,536900,0,20000,1.0
Preston Sterling,"Aug 18, 2016",2.99,12,11,516650,0,20000,
Game Character Hub: Portfolio Edition,"Oct 28, 2016",24.99,77,39,529830,0,20000,
ZombieHunterZ,"May 25, 2018",5.99,4,11,857700,0,20000,
Ultimate Fishing Simulator,"Aug 30, 2018",19.99,4757,545,468920,200000,500000,
Matergari: Below Valesia,"Nov 4, 2021",12.99,1,0,1274560,0,20000,
Doom of the Clawn,"Feb 6, 2020",0.99,8,7,1185480,0,20000,
Wildlife Park 2 - Fantasy,"Jul 17, 2014",0.99,37,43,307990,20000,50000,
Twenty One,"Sep 28, 2018",0.49,3,14,938520,0,20000,1.0
NeverDeath,"Apr 25, 2022",19.99,5,0,1686860,0,20000,
Ino,"Mar 2, 2017",1.99,31,12,398140,0,20000,
Skyscraper Simulator,"Oct 21, 2013",0.59,85,386,252910,20000,50000,
POG,"Apr 27, 2021",1.99,19,5,1602990,0,20000,
Dark Tales: Edgar Allan Poe's The Devil in the Belfry Collector's Edition,"Aug 7, 2020",9.99,8,0,1384670,0,20000,4.0
Escape Game Cake,"Sep 13, 2019",5.99,4,0,1103640,0,20000,
GOAT OF DUTY,"Jul 10, 2019",9.99,3050,470,555000,100000,200000,
The Third Day,"Mar 28, 2021",0.99,24,4,1544460,0,20000,
Trace of the past,"Aug 5, 2019",3.99,10,3,1115060,0,20000,
落华居,"Aug 24, 2019",2.99,7,6,1133610,0,20000,
The Elysian Field,"Aug 6, 2021",1.99,6,1,1657290,0,20000,
Bitcoin,"Nov 12, 2018",0.99,52,82,819650,0,20000,
Zanshin,"Jan 30, 2018",5.99,9,7,768550,0,20000,
The Song of Saya,"Aug 12, 2019",14.99,3353,250,702050,100000,200000,4.0
Castle Of Collapse,"Apr 4, 2021",1.99,5,2,1571730,0,20000,
Lost Castle / 失落城堡,"Aug 31, 2016",9.99,18722,2513,434650,2000000,5000000,9.0
ASTRONEER,"Feb 5, 2019",29.99,86586,8142,361420,2000000,5000000,19.0
Boy Teen Dream,"Jan 24, 2019",1.99,31,16,993640,0,20000,
Unravel,"Jun 4, 2020",19.99,2626,234,1225560,200000,500000,6.0
Axis Football 2019,"Sep 27, 2019",9.99,80,36,1098210,0,20000,
Iron Reckoning,"Nov 5, 2020",14.99,2,0,1281920,0,20000,
The Cassir Simulator,"Sep 28, 2020",0.99,52,3,1413210,0,20000,
Hungry Boy,"Jul 13, 2020",1.99,4,0,1351310,0,20000,
Spectrum,"Mar 1, 2022",3.99,5,0,1743220,0,20000,
Dinosaurus Life VR,"Dec 7, 2018",5.99,2,2,978710,0,20000,
Farmer's Life: Prologue,"Jan 15, 2021",0.0,141,55,1457730,0,20000,
Crisis on the Planet of the Apes,"Apr 2, 2018",14.99,26,12,713420,0,20000,2.0
恋爱绮谭~不存在的夏天~,"Oct 31, 2020",8.99,1638,64,1345740,50000,100000,
Commandos Pro Simulator,"Feb 23, 2021",0.99,4,8,1547110,50000,100000,
Wolfriders A Sniper Adventure,"Jun 10, 2021",5.99,1,0,1615750,20000,50000,
RoHoEn Rumble,"Mar 3, 2021",4.99,4,1,1551290,0,20000,
Paranormal Files: Ghost Chapter Collector's Edition,"Jul 16, 2021",13.99,5,3,1696040,0,20000,
Rifle Dodger,"Nov 6, 2020",6.99,1,4,1446640,0,20000,
EndlessHell,"Apr 17, 2019",1.88,9,10,1055000,0,20000,
FINAL FANTASY III,"Jul 28, 2021",17.99,1196,67,1173790,100000,200000,18.0
Luckslinger,"Jul 16, 2015",9.99,100,21,358810,20000,50000,3.0
Craft Hero,"Apr 1, 2022",4.99,228,26,1882040,20000,50000,
Ultimate Chicken Horse,"Mar 4, 2016",14.99,27757,1021,386940,2000000,5000000,
Shapebreaker - Tower Defense Deckbuilder,"Jul 19, 2022",2.99,15,2,1924010,0,20000,
OverDrift Festival,"May 25, 2022",21.89,224,52,1273440,0,20000,
Astro Bouncer,"Jun 29, 2018",0.99,6,3,884770,50000,100000,
Clinically Dead,"Dec 6, 2018",14.99,50,12,927840,0,20000,3.0
Squeakers II,"Jun 2, 2021",0.49,22,2,1631540,0,20000,
Dread X Collection 2,"Aug 21, 2020",9.99,350,13,1380390,20000,50000,7.0
Polterheist,"Feb 22, 2017",0.54,83,149,595320,200000,500000,
Daydream,"Jun 2, 2022",19.99,4,0,1699980,0,20000,
SIMULACRA,"Oct 26, 2017",4.99,2985,296,712730,200000,500000,4.0
Arcaxer,"Feb 25, 2021",24.99,16,2,1354540,20000,50000,
Omega-Altro,"Mar 1, 2021",1.99,1,0,1550800,20000,50000,
Magic Farm 3: The Ice Danger,"Oct 4, 2019",19.99,8,6,1113060,0,20000,
Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,"Jul 6, 2016",9.99,16,4,496030,0,20000,4.0
logiCally,"May 26, 2020",3.99,6,6,1309890,0,20000,
Kungfu Football Captain,"Sep 27, 2021",6.99,7,4,1672680,0,20000,
Alien world Millionaire,"Nov 30, 2020",3.99,17,5,1462640,0,20000,
Smart Moves 2,"Apr 6, 2021",4.99,3,0,1537850,0,20000,
Armies of Riddle CLASSIC,"Sep 29, 2016",0.99,0,2,527040,0,20000,
Juicy Realm,"May 3, 2018",9.99,2887,397,732370,500000,1000000,2.0
"World of DASM, DASM Spell Quest","Jun 5, 2019",0.99,8,0,543910,0,20000,
Falta,"Dec 30, 2021",2.99,27,1,1699960,20000,50000,
Devade,"Mar 29, 2017",0.99,34,28,614900,0,20000,1.0
Trine 2: Complete Story,"Jun 6, 2013",19.99,19528,894,35720,2000000,5000000,9.0
Princess Maker 2 Refine,"Sep 28, 2016",19.99,1160,88,523000,100000,200000,5.0
Kai Entity,"Sep 18, 2018",0.99,9,1,931620,0,20000,
tomorrow won't come for those without ██████,"Jul 4, 2020",1.99,451,19,1334700,20000,50000,1.0
Legend of Hand,"Sep 27, 2017",6.99,71,4,595560,0,20000,8.0
Dogstar,"Dec 12, 2017",1.99,7,5,739890,0,20000,
Theme Park Mystery,"Mar 31, 2021",5.99,1,0,1518370,0,20000,
Edge of Space,"Sep 17, 2015",14.99,934,1788,238240,200000,500000,4.0
Fun Quest,"Mar 29, 2022",10.99,10,0,1922880,50000,100000,
Bandit Point,"Oct 11, 2019",9.99,11,3,1105430,0,20000,
Hidden Expedition: The Price of Paradise Collector's Edition,"Jun 26, 2020",9.99,6,1,1356610,0,20000,
The Pirate: Caribbean Hunt,"Aug 24, 2016",0.0,3193,728,512470,500000,1000000,
Sleeping Dogs: Definitive Edition,"Oct 8, 2014",19.99,44496,3697,307690,1000000,2000000,14.0
Max Stern,"Oct 21, 2016",4.99,20,17,531240,0,20000,4.0
赫炎的印加诺克 Fullvoice ReBORN,"Mar 14, 2019",10.99,122,14,982400,0,20000,
Draft Day Sports: Pro Football 2021,"Oct 1, 2020",19.99,30,17,1392030,0,20000,
The Cursed Revolver,"Apr 25, 2017",2.99,12,2,620670,0,20000,
Requiem,"Feb 9, 2022",19.99,0,4,1742690,0,20000,7.0
Keyboard Killers,"Sep 21, 2017",0.0,183,189,699240,100000,200000,1.0
Backgammon,"Aug 28, 2017",4.99,6,14,696110,0,20000,1.0
Dangerous Golf,"Jun 2, 2016",19.99,299,327,405500,100000,200000,7.0
The Deer God,"Feb 27, 2015",14.99,294,166,328940,20000,50000,3.0
Lost Alone Ep.3 - Nonnina,"Jun 17, 2022",5.99,8,1,1911600,20000,50000,
Mission 1985,"Oct 4, 2021",4.99,12,2,1735850,0,20000,
TNTODION,"May 12, 2022",5.99,1,0,1878050,0,20000,
Dark Parables: Jack and the Sky Kingdom Collector's Edition,"Jan 13, 2017",9.99,17,1,578320,0,20000,
Dark SASI,"May 18, 2018",6.99,196,111,856130,0,20000,1.0
YumeCore,"Feb 15, 2018",4.99,153,7,771240,0,20000,
The Lost VR,"Sep 5, 2019",14.99,17,2,1104620,0,20000,
Parkasaurus,"Aug 12, 2020",24.99,2291,129,591460,100000,200000,19.0
Super Jigsaw Puzzle: Anime Reloaded,"Feb 13, 2019",1.34,7,3,1024490,0,20000,
Lolita Expedition,"Jan 14, 2022",4.73,149,5,1687940,20000,50000,
Sexy Jigsaw | 性感拼图 | 섹시 퍼즐 | セクシーなパズル,"Aug 24, 2018",3.99,182,32,920520,0,20000,
Hands of Wisp,"Mar 26, 2021",2.99,17,0,1568580,0,20000,
Enoki,"Nov 13, 2020",9.99,12,1,1447050,0,20000,
Path to Prosperity,"Sep 18, 2020",14.99,23,2,1394520,0,20000,
Once Upon an All Hallow's Eve,"Jan 18, 2017",0.0,113,29,581650,0,20000,1.0
The Singularity Wish,"May 29, 2018",1.99,14,1,819780,0,20000,
Orders of Magnitude,"Mar 30, 2020",8.99,32,1,1250300,0,20000,
Creatura,"Mar 31, 2021",11.24,80,21,781130,0,20000,
ATOM RPG Trudograd,"Sep 13, 2021",10.99,2334,363,1139940,100000,200000,
Empress Of The Deep 2: Song Of The Blue Whale,"May 8, 2014",4.99,77,17,299160,20000,50000,3.0
Hungry Horace Revisited,"Sep 17, 2020",0.99,3,1,1408630,0,20000,
Legions At War,"Dec 6, 2019",12.99,1,1,799210,0,20000,
Knight&Princess,"Nov 26, 2021",0.99,1,0,1740600,0,20000,
The Witch's Love Diary,"Jul 26, 2019",29.99,75,6,972160,0,20000,26.0
TownOfDestruction,"Nov 23, 2021",0.99,1,0,1803920,0,20000,
XDeskClock,"Jan 18, 2019",2.99,29,11,1006850,0,20000,
Color Connect,"Sep 9, 2021",9.99,7,0,1730760,0,20000,
A Musical Story,"Mar 4, 2022",14.99,79,10,1546100,0,20000,2.0
Shot the Body,"Nov 11, 2019",1.99,0,2,1178020,0,20000,
Dead But Alive! Southern England,"Oct 2, 2015",14.99,37,38,384840,20000,50000,
Sad Ghouls,"Mar 18, 2022",4.99,14,0,1884850,0,20000,
Adventure World,"Aug 2, 2016",4.99,28,32,465540,0,20000,
Another Rocket Game,"Oct 25, 2017",0.99,6,0,724600,0,20000,
Gangsta Woman,"Jul 22, 2019",0.5,58,28,1108620,0,20000,
LA Cops,"Mar 13, 2015",2.24,86,74,278810,20000,50000,4.0
Folklore Hunter,"Feb 24, 2020",11.99,662,232,696220,50000,100000,
Spacebase19,"May 17, 2021",1.99,0,1,1204800,0,20000,
Fractured Lands,"Jul 31, 2018",24.99,226,199,751240,0,20000,
Flandre's dream.  - 36000 ft deep -,"Aug 8, 2019",9.99,52,3,1085340,0,20000,
Mystery Solitaire Grimm's Tales,"Jun 17, 2019",4.99,9,3,1037010,0,20000,
Space Smash,"Mar 7, 2019",0.99,44,0,1036490,50000,100000,
HITMAN™,"Mar 11, 2016",0.0,23039,5795,382940,0,20000,
Remorse: The List,"Apr 22, 2022",14.99,97,18,867960,0,20000,
Haywire on Fuel Station Zeta,"Sep 24, 2015",3.99,17,8,368970,20000,50000,
Color Your World,"Sep 30, 2021",9.99,1,0,1677840,0,20000,
Fujiwara Bittersweet,"Jan 16, 2021",0.0,263,27,1509590,50000,100000,14.0
Thigh Climbers,"Apr 24, 2020",7.99,2,0,1040370,0,20000,
看白海豚的好日子 A Perfect Day for White Dolphin,"May 22, 2020",3.99,11,1,1311440,0,20000,
Twins Edge : Back and Forth,"Jan 24, 2022",3.99,91,64,1795960,0,20000,
Rabbit: Jigsaw Puzzles,"Apr 13, 2018",0.99,20,2,833470,0,20000,1.0
SUPERHOT: MIND CONTROL DELETE,"Jul 16, 2020",24.99,7812,1342,690040,500000,1000000,1.0
Christmas Stories: Yulemen Collector's Edition,"Dec 1, 2021",13.99,3,0,1832250,0,20000,3.0
Crowhille - Detective Case Files VR,"Sep 10, 2021",5.99,96,10,1489500,0,20000,
The Prabbits: Happy Dogfights !,"Jul 31, 2021",4.99,1,0,1402740,0,20000,
The 7th Circle - Endless Nightmare,"Sep 10, 2018",9.99,38,11,832710,0,20000,
While you are Downloading,"Mar 2, 2018",0.99,20,3,749730,0,20000,
Fort Triumph,"Apr 16, 2020",19.99,651,167,612570,50000,100000,5.0
Quests Unlimited,"Feb 13, 2018",4.99,6,5,777420,0,20000,
Recursive Ruin,"May 18, 2022",14.99,86,12,1561890,0,20000,
Animals Memory: Cats,"Feb 20, 2018",3.99,52,5,799800,0,20000,
War Identity,"Dec 3, 2020",0.0,68,57,1391690,50000,100000,
Crimson Shift,"Apr 29, 2018",0.0,13,1,837330,0,20000,
Knighty Night,"Jun 3, 2019",4.99,9,2,1087480,0,20000,
Princess Maker 3: Fairy Tales Come True,"Jun 27, 2017",0.0,168,122,650110,20000,50000,7.0
The Mors,"Sep 22, 2017",14.99,9,4,378240,0,20000,
Space Hole 2020,"Nov 15, 2020",2.99,12,1,1393310,0,20000,
Amy's Greenmart,"May 11, 2020",9.99,34,2,1284110,0,20000,
WAIFU IMPACT,"Apr 23, 2021",5.99,85,12,1549060,0,20000,
Moto VR,"Feb 23, 2018",9.99,7,7,713500,0,20000,
Kitten Cannon,"Oct 31, 2016",0.0,29,7,550820,0,20000,
Yumeiri,"Mar 1, 2022",8.0,22,0,1836880,0,20000,
Epocria,"Jul 14, 2021",14.99,11,2,1313340,0,20000,
Battle Crust,"Feb 25, 2016",7.99,27,3,444710,0,20000,
Wolf Gang,"Jan 11, 2018",3.99,6,0,761040,0,20000,1.0
